[exp1_alpha0.0_seed0] round=1 alpha=0.0 cids=[11551278175564718223, 11834358558875259677, 14787676004526398100, 17033066580346605122] num_examples=[199, 30, 85, 172] normalized_weights=[0.25, 0.25, 0.25, 0.25]
[exp5_eps3.0_seed1] round=19 alpha=1.0 cids=[665218317415738373, 1515423124819381871, 3472435200171964229, 12135810537842341829] num_examples=[85, 30, 199, 172] normalized_weights=[0.174897, 0.061728, 0.409465, 0.353909]
[exp5_eps3.0_seed1] round=20 alpha=1.0 cids=[665218317415738373, 1515423124819381871, 3472435200171964229, 12135810537842341829] num_examples=[85, 30, 199, 172] normalized_weights=[0.174897, 0.061728, 0.409465, 0.353909]
[exp5_eps3.0_seed2] round=1 alpha=1.0 cids=[4081103708563482526, 4698546604246163256, 6194611091284097023, 15415459505429915156] num_examples=[199, 172, 30, 85] normalized_weights=[0.409465, 0.353909, 0.061728, 0.174897]
[exp5_eps3.0_seed2] round=2 alpha=1.0 cids=[4081103708563482526, 4698546604246163256, 6194611091284097023, 15415459505429915156] num_examples=[199, 172, 30, 85] normalized_weights=[0.409465, 0.353909, 0.061728, 0.174897]
[exp5_eps3.0_seed2] round=3 alpha=1.0 cids=[4081103708563482526, 4698546604246163256, 6194611091284097023, 15415459505429915156] num_examples=[199, 172, 30, 85] normalized_weights=[0.409465, 0.353909, 0.061728, 0.174897]
[exp5_eps3.0_seed2] round=4 alpha=1.0 cids=[4081103708563482526, 4698546604246163256, 6194611091284097023, 15415459505429915156] num_examples=[199, 172, 30, 85] normalized_weights=[0.409465, 0.353909, 0.061728, 0.174897]
[exp5_eps3.0_seed2] round=5 alpha=1.0 cids=[4081103708563482526, 4698546604246163256, 6194611091284097023, 15415459505429915156] num_examples=[199, 172, 30, 85] normalized_weights=[0.409465, 0.353909, 0.061728, 0.174897]
[exp5_eps3.0_seed2] round=6 alpha=1.0 cids=[4081103708563482526, 4698546604246163256, 6194611091284097023, 15415459505429915156] num_examples=[199, 172, 30, 85] normalized_weights=[0.409465, 0.353909, 0.061728, 0.174897]
[exp5_eps3.0_seed2] round=7 alpha=1.0 cids=[4081103708563482526, 4698546604246163256, 6194611091284097023, 15415459505429915156] num_examples=[199, 172, 30, 85] normalized_weights=[0.409465, 0.353909, 0.061728, 0.174897]
[exp5_eps3.0_seed2] round=8 alpha=1.0 cids=[4081103708563482526, 4698546604246163256, 6194611091284097023, 15415459505429915156] num_examples=[199, 172, 30, 85] normalized_weights=[0.409465, 0.353909, 0.061728, 0.174897]
[exp5_eps3.0_seed2] round=9 alpha=1.0 cids=[4081103708563482526, 4698546604246163256, 6194611091284097023, 15415459505429915156] num_examples=[199, 172, 30, 85] normalized_weights=[0.409465, 0.353909, 0.061728, 0.174897]
[exp5_eps3.0_seed2] round=10 alpha=1.0 cids=[4081103708563482526, 4698546604246163256, 6194611091284097023, 15415459505429915156] num_examples=[199, 172, 30, 85] normalized_weights=[0.409465, 0.353909, 0.061728, 0.174897]
[exp5_eps3.0_seed2] round=11 alpha=1.0 cids=[4081103708563482526, 4698546604246163256, 6194611091284097023, 15415459505429915156] num_examples=[199, 172, 30, 85] normalized_weights=[0.409465, 0.353909, 0.061728, 0.174897]
[exp5_eps3.0_seed2] round=12 alpha=1.0 cids=[4081103708563482526, 4698546604246163256, 6194611091284097023, 15415459505429915156] num_examples=[199, 172, 30, 85] normalized_weights=[0.409465, 0.353909, 0.061728, 0.174897]
[exp5_eps3.0_seed2] round=13 alpha=1.0 cids=[4081103708563482526, 4698546604246163256, 6194611091284097023, 15415459505429915156] num_examples=[199, 172, 30, 85] normalized_weights=[0.409465, 0.353909, 0.061728, 0.174897]
[exp5_eps3.0_seed2] round=14 alpha=1.0 cids=[4081103708563482526, 4698546604246163256, 6194611091284097023, 15415459505429915156] num_examples=[199, 172, 30, 85] normalized_weights=[0.409465, 0.353909, 0.061728, 0.174897]
[exp5_eps3.0_seed2] round=15 alpha=1.0 cids=[4081103708563482526, 4698546604246163256, 6194611091284097023, 15415459505429915156] num_examples=[199, 172, 30, 85] normalized_weights=[0.409465, 0.353909, 0.061728, 0.174897]
[exp5_eps3.0_seed2] round=16 alpha=1.0 cids=[4081103708563482526, 4698546604246163256, 6194611091284097023, 15415459505429915156] num_examples=[199, 172, 30, 85] normalized_weights=[0.409465, 0.353909, 0.061728, 0.174897]
[exp5_eps3.0_seed2] round=17 alpha=1.0 cids=[4081103708563482526, 4698546604246163256, 6194611091284097023, 15415459505429915156] num_examples=[199, 172, 30, 85] normalized_weights=[0.409465, 0.353909, 0.061728, 0.174897]
[exp5_eps3.0_seed2] round=18 alpha=1.0 cids=[4081103708563482526, 4698546604246163256, 6194611091284097023, 15415459505429915156] num_examples=[199, 172, 30, 85] normalized_weights=[0.409465, 0.353909, 0.061728, 0.174897]
[exp5_eps3.0_seed2] round=19 alpha=1.0 cids=[4081103708563482526, 4698546604246163256, 6194611091284097023, 15415459505429915156] num_examples=[199, 172, 30, 85] normalized_weights=[0.409465, 0.353909, 0.061728, 0.174897]
[exp5_eps3.0_seed2] round=20 alpha=1.0 cids=[4081103708563482526, 4698546604246163256, 6194611091284097023, 15415459505429915156] num_examples=[199, 172, 30, 85] normalized_weights=[0.409465, 0.353909, 0.061728, 0.174897]
[exp5_eps10.0_seed0] round=1 alpha=1.0 cids=[4957387788481745436, 9086546237559813194, 15860367959026832371, 16445193043296946176] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp5_eps10.0_seed0] round=2 alpha=1.0 cids=[4957387788481745436, 9086546237559813194, 15860367959026832371, 16445193043296946176] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp5_eps10.0_seed0] round=3 alpha=1.0 cids=[4957387788481745436, 9086546237559813194, 15860367959026832371, 16445193043296946176] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp5_eps10.0_seed0] round=4 alpha=1.0 cids=[4957387788481745436, 9086546237559813194, 15860367959026832371, 16445193043296946176] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp5_eps10.0_seed0] round=5 alpha=1.0 cids=[4957387788481745436, 9086546237559813194, 15860367959026832371, 16445193043296946176] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp5_eps10.0_seed0] round=6 alpha=1.0 cids=[4957387788481745436, 9086546237559813194, 15860367959026832371, 16445193043296946176] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp5_eps10.0_seed0] round=7 alpha=1.0 cids=[4957387788481745436, 9086546237559813194, 15860367959026832371, 16445193043296946176] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp5_eps10.0_seed0] round=8 alpha=1.0 cids=[4957387788481745436, 9086546237559813194, 15860367959026832371, 16445193043296946176] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp5_eps10.0_seed0] round=9 alpha=1.0 cids=[4957387788481745436, 9086546237559813194, 15860367959026832371, 16445193043296946176] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp5_eps10.0_seed0] round=10 alpha=1.0 cids=[4957387788481745436, 9086546237559813194, 15860367959026832371, 16445193043296946176] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp5_eps10.0_seed0] round=11 alpha=1.0 cids=[4957387788481745436, 9086546237559813194, 15860367959026832371, 16445193043296946176] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp5_eps10.0_seed0] round=12 alpha=1.0 cids=[4957387788481745436, 9086546237559813194, 15860367959026832371, 16445193043296946176] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp5_eps10.0_seed0] round=13 alpha=1.0 cids=[4957387788481745436, 9086546237559813194, 15860367959026832371, 16445193043296946176] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp5_eps10.0_seed0] round=14 alpha=1.0 cids=[4957387788481745436, 9086546237559813194, 15860367959026832371, 16445193043296946176] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp5_eps10.0_seed0] round=15 alpha=1.0 cids=[4957387788481745436, 9086546237559813194, 15860367959026832371, 16445193043296946176] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp5_eps10.0_seed0] round=16 alpha=1.0 cids=[4957387788481745436, 9086546237559813194, 15860367959026832371, 16445193043296946176] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp5_eps10.0_seed0] round=17 alpha=1.0 cids=[4957387788481745436, 9086546237559813194, 15860367959026832371, 16445193043296946176] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp5_eps10.0_seed0] round=18 alpha=1.0 cids=[4957387788481745436, 9086546237559813194, 15860367959026832371, 16445193043296946176] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp5_eps10.0_seed0] round=19 alpha=1.0 cids=[4957387788481745436, 9086546237559813194, 15860367959026832371, 16445193043296946176] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp5_eps10.0_seed0] round=20 alpha=1.0 cids=[4957387788481745436, 9086546237559813194, 15860367959026832371, 16445193043296946176] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp5_eps10.0_seed1] round=1 alpha=1.0 cids=[185963173413707428, 4416341358226711630, 5131266517216155265, 11147803640770700427] num_examples=[85, 30, 172, 199] normalized_weights=[0.174897, 0.061728, 0.353909, 0.409465]
[exp5_eps10.0_seed1] round=2 alpha=1.0 cids=[185963173413707428, 4416341358226711630, 5131266517216155265, 11147803640770700427] num_examples=[85, 30, 172, 199] normalized_weights=[0.174897, 0.061728, 0.353909, 0.409465]
[exp5_eps10.0_seed1] round=3 alpha=1.0 cids=[185963173413707428, 4416341358226711630, 5131266517216155265, 11147803640770700427] num_examples=[85, 30, 172, 199] normalized_weights=[0.174897, 0.061728, 0.353909, 0.409465]
[exp5_eps10.0_seed1] round=4 alpha=1.0 cids=[185963173413707428, 4416341358226711630, 5131266517216155265, 11147803640770700427] num_examples=[85, 30, 172, 199] normalized_weights=[0.174897, 0.061728, 0.353909, 0.409465]
[exp5_eps10.0_seed1] round=5 alpha=1.0 cids=[185963173413707428, 4416341358226711630, 5131266517216155265, 11147803640770700427] num_examples=[85, 30, 172, 199] normalized_weights=[0.174897, 0.061728, 0.353909, 0.409465]
[exp5_eps10.0_seed1] round=6 alpha=1.0 cids=[185963173413707428, 4416341358226711630, 5131266517216155265, 11147803640770700427] num_examples=[85, 30, 172, 199] normalized_weights=[0.174897, 0.061728, 0.353909, 0.409465]
[exp5_eps10.0_seed1] round=7 alpha=1.0 cids=[185963173413707428, 4416341358226711630, 5131266517216155265, 11147803640770700427] num_examples=[85, 30, 172, 199] normalized_weights=[0.174897, 0.061728, 0.353909, 0.409465]
[exp5_eps10.0_seed1] round=8 alpha=1.0 cids=[185963173413707428, 4416341358226711630, 5131266517216155265, 11147803640770700427] num_examples=[85, 30, 172, 199] normalized_weights=[0.174897, 0.061728, 0.353909, 0.409465]
[exp5_eps10.0_seed1] round=9 alpha=1.0 cids=[185963173413707428, 4416341358226711630, 5131266517216155265, 11147803640770700427] num_examples=[85, 30, 172, 199] normalized_weights=[0.174897, 0.061728, 0.353909, 0.409465]
[exp5_eps10.0_seed1] round=10 alpha=1.0 cids=[185963173413707428, 4416341358226711630, 5131266517216155265, 11147803640770700427] num_examples=[85, 30, 172, 199] normalized_weights=[0.174897, 0.061728, 0.353909, 0.409465]
[exp5_eps10.0_seed1] round=11 alpha=1.0 cids=[185963173413707428, 4416341358226711630, 5131266517216155265, 11147803640770700427] num_examples=[85, 30, 172, 199] normalized_weights=[0.174897, 0.061728, 0.353909, 0.409465]
[exp5_eps10.0_seed1] round=12 alpha=1.0 cids=[185963173413707428, 4416341358226711630, 5131266517216155265, 11147803640770700427] num_examples=[85, 30, 172, 199] normalized_weights=[0.174897, 0.061728, 0.353909, 0.409465]
[exp5_eps10.0_seed1] round=13 alpha=1.0 cids=[185963173413707428, 4416341358226711630, 5131266517216155265, 11147803640770700427] num_examples=[85, 30, 172, 199] normalized_weights=[0.174897, 0.061728, 0.353909, 0.409465]
[exp5_eps10.0_seed1] round=14 alpha=1.0 cids=[185963173413707428, 4416341358226711630, 5131266517216155265, 11147803640770700427] num_examples=[85, 30, 172, 199] normalized_weights=[0.174897, 0.061728, 0.353909, 0.409465]
[exp5_eps10.0_seed1] round=15 alpha=1.0 cids=[185963173413707428, 4416341358226711630, 5131266517216155265, 11147803640770700427] num_examples=[85, 30, 172, 199] normalized_weights=[0.174897, 0.061728, 0.353909, 0.409465]
[exp5_eps10.0_seed1] round=16 alpha=1.0 cids=[185963173413707428, 4416341358226711630, 5131266517216155265, 11147803640770700427] num_examples=[85, 30, 172, 199] normalized_weights=[0.174897, 0.061728, 0.353909, 0.409465]
[exp5_eps10.0_seed1] round=17 alpha=1.0 cids=[185963173413707428, 4416341358226711630, 5131266517216155265, 11147803640770700427] num_examples=[85, 30, 172, 199] normalized_weights=[0.174897, 0.061728, 0.353909, 0.409465]
[exp5_eps10.0_seed1] round=18 alpha=1.0 cids=[185963173413707428, 4416341358226711630, 5131266517216155265, 11147803640770700427] num_examples=[85, 30, 172, 199] normalized_weights=[0.174897, 0.061728, 0.353909, 0.409465]
[exp5_eps10.0_seed1] round=19 alpha=1.0 cids=[185963173413707428, 4416341358226711630, 5131266517216155265, 11147803640770700427] num_examples=[85, 30, 172, 199] normalized_weights=[0.174897, 0.061728, 0.353909, 0.409465]
[exp5_eps10.0_seed1] round=20 alpha=1.0 cids=[185963173413707428, 4416341358226711630, 5131266517216155265, 11147803640770700427] num_examples=[85, 30, 172, 199] normalized_weights=[0.174897, 0.061728, 0.353909, 0.409465]
[exp5_eps10.0_seed2] round=1 alpha=1.0 cids=[2110290852724036392, 5618337786459780036, 7220499668929169039, 16751979448049743775] num_examples=[30, 172, 85, 199] normalized_weights=[0.061728, 0.353909, 0.174897, 0.409465]
[exp5_eps10.0_seed2] round=2 alpha=1.0 cids=[2110290852724036392, 5618337786459780036, 7220499668929169039, 16751979448049743775] num_examples=[30, 172, 85, 199] normalized_weights=[0.061728, 0.353909, 0.174897, 0.409465]
[exp5_eps10.0_seed2] round=3 alpha=1.0 cids=[2110290852724036392, 5618337786459780036, 7220499668929169039, 16751979448049743775] num_examples=[30, 172, 85, 199] normalized_weights=[0.061728, 0.353909, 0.174897, 0.409465]
[exp5_eps10.0_seed2] round=4 alpha=1.0 cids=[2110290852724036392, 5618337786459780036, 7220499668929169039, 16751979448049743775] num_examples=[30, 172, 85, 199] normalized_weights=[0.061728, 0.353909, 0.174897, 0.409465]
[exp5_eps10.0_seed2] round=5 alpha=1.0 cids=[2110290852724036392, 5618337786459780036, 7220499668929169039, 16751979448049743775] num_examples=[30, 172, 85, 199] normalized_weights=[0.061728, 0.353909, 0.174897, 0.409465]
[exp5_eps10.0_seed2] round=6 alpha=1.0 cids=[2110290852724036392, 5618337786459780036, 7220499668929169039, 16751979448049743775] num_examples=[30, 172, 85, 199] normalized_weights=[0.061728, 0.353909, 0.174897, 0.409465]
[exp5_eps10.0_seed2] round=7 alpha=1.0 cids=[2110290852724036392, 5618337786459780036, 7220499668929169039, 16751979448049743775] num_examples=[30, 172, 85, 199] normalized_weights=[0.061728, 0.353909, 0.174897, 0.409465]
[exp5_eps10.0_seed2] round=8 alpha=1.0 cids=[2110290852724036392, 5618337786459780036, 7220499668929169039, 16751979448049743775] num_examples=[30, 172, 85, 199] normalized_weights=[0.061728, 0.353909, 0.174897, 0.409465]
[exp5_eps10.0_seed2] round=9 alpha=1.0 cids=[2110290852724036392, 5618337786459780036, 7220499668929169039, 16751979448049743775] num_examples=[30, 172, 85, 199] normalized_weights=[0.061728, 0.353909, 0.174897, 0.409465]
[exp5_eps10.0_seed2] round=10 alpha=1.0 cids=[2110290852724036392, 5618337786459780036, 7220499668929169039, 16751979448049743775] num_examples=[30, 172, 85, 199] normalized_weights=[0.061728, 0.353909, 0.174897, 0.409465]
[exp5_eps10.0_seed2] round=11 alpha=1.0 cids=[2110290852724036392, 5618337786459780036, 7220499668929169039, 16751979448049743775] num_examples=[30, 172, 85, 199] normalized_weights=[0.061728, 0.353909, 0.174897, 0.409465]
[exp5_eps10.0_seed2] round=12 alpha=1.0 cids=[2110290852724036392, 5618337786459780036, 7220499668929169039, 16751979448049743775] num_examples=[30, 172, 85, 199] normalized_weights=[0.061728, 0.353909, 0.174897, 0.409465]
[exp5_eps10.0_seed2] round=13 alpha=1.0 cids=[2110290852724036392, 5618337786459780036, 7220499668929169039, 16751979448049743775] num_examples=[30, 172, 85, 199] normalized_weights=[0.061728, 0.353909, 0.174897, 0.409465]
[exp5_eps10.0_seed2] round=14 alpha=1.0 cids=[2110290852724036392, 5618337786459780036, 7220499668929169039, 16751979448049743775] num_examples=[30, 172, 85, 199] normalized_weights=[0.061728, 0.353909, 0.174897, 0.409465]
[exp5_eps10.0_seed2] round=15 alpha=1.0 cids=[2110290852724036392, 5618337786459780036, 7220499668929169039, 16751979448049743775] num_examples=[30, 172, 85, 199] normalized_weights=[0.061728, 0.353909, 0.174897, 0.409465]
[exp5_eps10.0_seed2] round=16 alpha=1.0 cids=[2110290852724036392, 5618337786459780036, 7220499668929169039, 16751979448049743775] num_examples=[30, 172, 85, 199] normalized_weights=[0.061728, 0.353909, 0.174897, 0.409465]
[exp5_eps10.0_seed2] round=17 alpha=1.0 cids=[2110290852724036392, 5618337786459780036, 7220499668929169039, 16751979448049743775] num_examples=[30, 172, 85, 199] normalized_weights=[0.061728, 0.353909, 0.174897, 0.409465]
[exp5_eps10.0_seed2] round=18 alpha=1.0 cids=[2110290852724036392, 5618337786459780036, 7220499668929169039, 16751979448049743775] num_examples=[30, 172, 85, 199] normalized_weights=[0.061728, 0.353909, 0.174897, 0.409465]
[exp5_eps10.0_seed2] round=19 alpha=1.0 cids=[2110290852724036392, 5618337786459780036, 7220499668929169039, 16751979448049743775] num_examples=[30, 172, 85, 199] normalized_weights=[0.061728, 0.353909, 0.174897, 0.409465]
[exp5_eps10.0_seed2] round=20 alpha=1.0 cids=[2110290852724036392, 5618337786459780036, 7220499668929169039, 16751979448049743775] num_examples=[30, 172, 85, 199] normalized_weights=[0.061728, 0.353909, 0.174897, 0.409465]
[exp5_epsnoDP_seed0] round=1 alpha=1.0 cids=[4365721404175579627, 15176007827190145299, 18019599946135392360, 18101068450906508637] num_examples=[30, 172, 85, 199] normalized_weights=[0.061728, 0.353909, 0.174897, 0.409465]
[exp5_epsnoDP_seed0] round=2 alpha=1.0 cids=[4365721404175579627, 15176007827190145299, 18019599946135392360, 18101068450906508637] num_examples=[30, 172, 85, 199] normalized_weights=[0.061728, 0.353909, 0.174897, 0.409465]
[exp5_epsnoDP_seed0] round=3 alpha=1.0 cids=[4365721404175579627, 15176007827190145299, 18019599946135392360, 18101068450906508637] num_examples=[30, 172, 85, 199] normalized_weights=[0.061728, 0.353909, 0.174897, 0.409465]
[exp5_epsnoDP_seed0] round=4 alpha=1.0 cids=[4365721404175579627, 15176007827190145299, 18019599946135392360, 18101068450906508637] num_examples=[30, 172, 85, 199] normalized_weights=[0.061728, 0.353909, 0.174897, 0.409465]
[exp5_epsnoDP_seed0] round=5 alpha=1.0 cids=[4365721404175579627, 15176007827190145299, 18019599946135392360, 18101068450906508637] num_examples=[30, 172, 85, 199] normalized_weights=[0.061728, 0.353909, 0.174897, 0.409465]
[exp5_epsnoDP_seed0] round=6 alpha=1.0 cids=[4365721404175579627, 15176007827190145299, 18019599946135392360, 18101068450906508637] num_examples=[30, 172, 85, 199] normalized_weights=[0.061728, 0.353909, 0.174897, 0.409465]
[exp5_epsnoDP_seed0] round=7 alpha=1.0 cids=[4365721404175579627, 15176007827190145299, 18019599946135392360, 18101068450906508637] num_examples=[30, 172, 85, 199] normalized_weights=[0.061728, 0.353909, 0.174897, 0.409465]
[exp5_epsnoDP_seed0] round=8 alpha=1.0 cids=[4365721404175579627, 15176007827190145299, 18019599946135392360, 18101068450906508637] num_examples=[30, 172, 85, 199] normalized_weights=[0.061728, 0.353909, 0.174897, 0.409465]
[exp5_epsnoDP_seed0] round=9 alpha=1.0 cids=[4365721404175579627, 15176007827190145299, 18019599946135392360, 18101068450906508637] num_examples=[30, 172, 85, 199] normalized_weights=[0.061728, 0.353909, 0.174897, 0.409465]
[exp5_epsnoDP_seed0] round=10 alpha=1.0 cids=[4365721404175579627, 15176007827190145299, 18019599946135392360, 18101068450906508637] num_examples=[30, 172, 85, 199] normalized_weights=[0.061728, 0.353909, 0.174897, 0.409465]
[exp5_epsnoDP_seed0] round=11 alpha=1.0 cids=[4365721404175579627, 15176007827190145299, 18019599946135392360, 18101068450906508637] num_examples=[30, 172, 85, 199] normalized_weights=[0.061728, 0.353909, 0.174897, 0.409465]
[exp5_epsnoDP_seed0] round=12 alpha=1.0 cids=[4365721404175579627, 15176007827190145299, 18019599946135392360, 18101068450906508637] num_examples=[30, 172, 85, 199] normalized_weights=[0.061728, 0.353909, 0.174897, 0.409465]
[exp5_epsnoDP_seed0] round=13 alpha=1.0 cids=[4365721404175579627, 15176007827190145299, 18019599946135392360, 18101068450906508637] num_examples=[30, 172, 85, 199] normalized_weights=[0.061728, 0.353909, 0.174897, 0.409465]
[exp5_epsnoDP_seed0] round=14 alpha=1.0 cids=[4365721404175579627, 15176007827190145299, 18019599946135392360, 18101068450906508637] num_examples=[30, 172, 85, 199] normalized_weights=[0.061728, 0.353909, 0.174897, 0.409465]
[exp5_epsnoDP_seed0] round=15 alpha=1.0 cids=[4365721404175579627, 15176007827190145299, 18019599946135392360, 18101068450906508637] num_examples=[30, 172, 85, 199] normalized_weights=[0.061728, 0.353909, 0.174897, 0.409465]
[exp5_epsnoDP_seed0] round=16 alpha=1.0 cids=[4365721404175579627, 15176007827190145299, 18019599946135392360, 18101068450906508637] num_examples=[30, 172, 85, 199] normalized_weights=[0.061728, 0.353909, 0.174897, 0.409465]
[exp5_epsnoDP_seed0] round=17 alpha=1.0 cids=[4365721404175579627, 15176007827190145299, 18019599946135392360, 18101068450906508637] num_examples=[30, 172, 85, 199] normalized_weights=[0.061728, 0.353909, 0.174897, 0.409465]
[exp5_epsnoDP_seed0] round=18 alpha=1.0 cids=[4365721404175579627, 15176007827190145299, 18019599946135392360, 18101068450906508637] num_examples=[30, 172, 85, 199] normalized_weights=[0.061728, 0.353909, 0.174897, 0.409465]
[exp5_epsnoDP_seed0] round=19 alpha=1.0 cids=[4365721404175579627, 15176007827190145299, 18019599946135392360, 18101068450906508637] num_examples=[30, 172, 85, 199] normalized_weights=[0.061728, 0.353909, 0.174897, 0.409465]
[exp5_epsnoDP_seed0] round=20 alpha=1.0 cids=[4365721404175579627, 15176007827190145299, 18019599946135392360, 18101068450906508637] num_examples=[30, 172, 85, 199] normalized_weights=[0.061728, 0.353909, 0.174897, 0.409465]
[exp5_epsnoDP_seed1] round=1 alpha=1.0 cids=[4952765179828090127, 14974747422337906472, 15750432924031667277, 17764049727322431411] num_examples=[30, 85, 172, 199] normalized_weights=[0.061728, 0.174897, 0.353909, 0.409465]
[exp5_epsnoDP_seed1] round=2 alpha=1.0 cids=[4952765179828090127, 14974747422337906472, 15750432924031667277, 17764049727322431411] num_examples=[30, 85, 172, 199] normalized_weights=[0.061728, 0.174897, 0.353909, 0.409465]
[exp5_epsnoDP_seed1] round=3 alpha=1.0 cids=[4952765179828090127, 14974747422337906472, 15750432924031667277, 17764049727322431411] num_examples=[30, 85, 172, 199] normalized_weights=[0.061728, 0.174897, 0.353909, 0.409465]
[exp5_epsnoDP_seed1] round=4 alpha=1.0 cids=[4952765179828090127, 14974747422337906472, 15750432924031667277, 17764049727322431411] num_examples=[30, 85, 172, 199] normalized_weights=[0.061728, 0.174897, 0.353909, 0.409465]
[exp5_epsnoDP_seed1] round=5 alpha=1.0 cids=[4952765179828090127, 14974747422337906472, 15750432924031667277, 17764049727322431411] num_examples=[30, 85, 172, 199] normalized_weights=[0.061728, 0.174897, 0.353909, 0.409465]
[exp5_epsnoDP_seed1] round=6 alpha=1.0 cids=[4952765179828090127, 14974747422337906472, 15750432924031667277, 17764049727322431411] num_examples=[30, 85, 172, 199] normalized_weights=[0.061728, 0.174897, 0.353909, 0.409465]
[exp5_epsnoDP_seed1] round=7 alpha=1.0 cids=[4952765179828090127, 14974747422337906472, 15750432924031667277, 17764049727322431411] num_examples=[30, 85, 172, 199] normalized_weights=[0.061728, 0.174897, 0.353909, 0.409465]
[exp5_epsnoDP_seed1] round=8 alpha=1.0 cids=[4952765179828090127, 14974747422337906472, 15750432924031667277, 17764049727322431411] num_examples=[30, 85, 172, 199] normalized_weights=[0.061728, 0.174897, 0.353909, 0.409465]
[exp5_epsnoDP_seed1] round=9 alpha=1.0 cids=[4952765179828090127, 14974747422337906472, 15750432924031667277, 17764049727322431411] num_examples=[30, 85, 172, 199] normalized_weights=[0.061728, 0.174897, 0.353909, 0.409465]
[exp5_epsnoDP_seed1] round=10 alpha=1.0 cids=[4952765179828090127, 14974747422337906472, 15750432924031667277, 17764049727322431411] num_examples=[30, 85, 172, 199] normalized_weights=[0.061728, 0.174897, 0.353909, 0.409465]
[exp5_epsnoDP_seed1] round=11 alpha=1.0 cids=[4952765179828090127, 14974747422337906472, 15750432924031667277, 17764049727322431411] num_examples=[30, 85, 172, 199] normalized_weights=[0.061728, 0.174897, 0.353909, 0.409465]
[exp5_epsnoDP_seed1] round=12 alpha=1.0 cids=[4952765179828090127, 14974747422337906472, 15750432924031667277, 17764049727322431411] num_examples=[30, 85, 172, 199] normalized_weights=[0.061728, 0.174897, 0.353909, 0.409465]
[exp5_epsnoDP_seed1] round=13 alpha=1.0 cids=[4952765179828090127, 14974747422337906472, 15750432924031667277, 17764049727322431411] num_examples=[30, 85, 172, 199] normalized_weights=[0.061728, 0.174897, 0.353909, 0.409465]
[exp5_epsnoDP_seed1] round=14 alpha=1.0 cids=[4952765179828090127, 14974747422337906472, 15750432924031667277, 17764049727322431411] num_examples=[30, 85, 172, 199] normalized_weights=[0.061728, 0.174897, 0.353909, 0.409465]
[exp5_epsnoDP_seed1] round=15 alpha=1.0 cids=[4952765179828090127, 14974747422337906472, 15750432924031667277, 17764049727322431411] num_examples=[30, 85, 172, 199] normalized_weights=[0.061728, 0.174897, 0.353909, 0.409465]
[exp5_epsnoDP_seed1] round=16 alpha=1.0 cids=[4952765179828090127, 14974747422337906472, 15750432924031667277, 17764049727322431411] num_examples=[30, 85, 172, 199] normalized_weights=[0.061728, 0.174897, 0.353909, 0.409465]
[exp5_epsnoDP_seed1] round=17 alpha=1.0 cids=[4952765179828090127, 14974747422337906472, 15750432924031667277, 17764049727322431411] num_examples=[30, 85, 172, 199] normalized_weights=[0.061728, 0.174897, 0.353909, 0.409465]
[exp5_epsnoDP_seed1] round=18 alpha=1.0 cids=[4952765179828090127, 14974747422337906472, 15750432924031667277, 17764049727322431411] num_examples=[30, 85, 172, 199] normalized_weights=[0.061728, 0.174897, 0.353909, 0.409465]
